geneName dn_damaging_DD dn_lof_DD mut_damaging mut_lof BF PP qvalue
METTL3 0 0 4.70884e-06 1.62869780619589e-06 0.123122868880917 0.00358421187565441 0.964740698619195
GFAP 0 0 5.63939e-06 1.39919150941153e-06 0.123088465572923 0.0035832139545974 0.964742727576883
MCRS1 0 0 4.96378e-06 1.56615618823185e-06 0.123057931960276 0.00358232827835333 0.964744756331392
UXS1 0 0 5.54469e-06 1.42286766490387e-06 0.123051419792316 0.00358213938230797 0.964746784838135
SOAT2 0 0 3.61588e-06 1.90331106582648e-06 0.123030471094971 0.00358153173071303 0.964748813123978
GCFC2 0 0 2.24333e-06 2.25256115056265e-06 0.123026982826147 0.00358143054763766 0.964750841156529
EPPK1 0 0 1.04146e-10 2.8372938722766e-06 0.123026361825716 0.00358141253447869 0.964752868930513
NPNT 0 0 3.80348e-06 1.85715740471422e-06 0.122932274448677 0.00357868336478776 0.964754896619571
TBC1D23 0 0 4.25738e-06 1.74337992211961e-06 0.122928549200013 0.00357857530709701 0.964756924055904
PLA2G4A 0 0 3.81309e-06 1.85497784736178e-06 0.122910838348504 0.00357806157094603 0.96475895126553
ALPPL2 0 0 6.24765e-06 1.25237363261104e-06 0.122910032259453 0.00357803818882296 0.964760978217105
PDE1B 0 0 4.75868e-06 1.61885730536404e-06 0.122892401273166 0.00357752676876096 0.964763004941917
ACTR1A 0 0 5.10889e-06 1.53291509212562e-06 0.12281572753838 0.00357530269614186 0.964765031549634
TSNAXIP1 0 0 3.69815e-06 1.88573493722299e-06 0.122745591661207 0.00357326825825867 0.964767058028141
STAU2 0 0 4.28061e-06 1.73966899001603e-06 0.122739075504984 0.00357307924308997 0.964769084259356
CD101 0 0 3.34038e-06 1.97652594185907e-06 0.122703166726134 0.00357203763020629 0.964771110297888
NRBP1 0 0 4.22695e-06 1.75359047953057e-06 0.122693483918927 0.00357175675877467 0.964773136095095
GSAP 0 0 1.25294e-06 2.5125235240468e-06 0.12266966211082 0.00357106575339476 0.964775161677264
TEAD4 0 0 7.11006e-06 1.04624000941211e-06 0.122652003200395 0.00357055351617132 0.964777187033001
CAPN13 0 0 3.12269e-06 2.03270670558589e-06 0.122611827547336 0.00356938812719055 0.964779212204136
GALNTL6 0 0 4.36965e-06 1.71892262739204e-06 0.122604032106616 0.00356916200184571 0.964781237130615
PRSS16 0 0 4.20911e-06 1.75955675153666e-06 0.122557816381892 0.00356782140244959 0.964783261883779
SLC6A20 0 0 5.66029e-06 1.40038384491026e-06 0.122514881861974 0.00356657597913967 0.964785286457574
MICALL1 0 0 4.97774e-06 1.56879772422885e-06 0.122505782590021 0.00356631203156133 0.964787310789256
ZC3HAV1 0 0 3.37549e-06 1.97003414923085e-06 0.12248798914063 0.00356579588679964 0.964789334895001
NOX3 0 0 3.89265e-06 1.8399244700436e-06 0.122464956871873 0.00356512777581469 0.964791358784572
ADCK1 0 0 5.95005e-06 1.33025722585184e-06 0.122435317659148 0.0035642680118818 0.964793382470266
PTBP2 0 0 4.95827e-06 1.57458367152387e-06 0.122418852897362 0.00356379040718028 0.964795405927686
CPT2 0 0 7.01146e-06 1.07333335448839e-06 0.122350795059378 0.00356181620167407 0.96479742925257
PLRG1 0 0 3.67282e-06 1.8967409212256e-06 0.122329160851592 0.00356118864010412 0.964799452358843
WDR1 0 0 4.99822e-06 1.56601061312893e-06 0.122299580391391 0.00356033057366117 0.964801475261283
TUBB3 0 0 8.34992e-06 7.5477190140205e-07 0.122198529927916 0.00355739930278491 0.964803498092471
CNOT4 0 0 3.48076e-06 1.94668454045465e-06 0.122195213669611 0.0035573031045035 0.964805520671184
WDR37 0 0 5.43548e-06 1.45923922663693e-06 0.122191323097993 0.00355719024647269 0.964807542998535
RABEP1 0 0 1.03923e-06 2.57398937228503e-06 0.122153563518154 0.00355609491205669 0.964809565137371
SLC20A2 0 0 4.8309e-06 1.60955848634182e-06 0.122113177085487 0.00355492337491394 0.964811587092598
BAIAP2L1 0 0 4.57604e-06 1.67346445047228e-06 0.122063570744508 0.00355348438118784 0.964813608881345
WNT2B 0 0 5.54317e-06 1.43467876466375e-06 0.122016633545727 0.00355212281081066 0.964815630498696
KCNH8 0 0 1.04146e-10 2.84874432852567e-06 0.122005850859597 0.00355181002242378 0.964817651877665
SLC5A12 0 0 4.13722e-06 1.78377154064883e-06 0.121998256438066 0.00355158972034858 0.964819673012387
SATB1 0 0 2.45323e-06 2.2105251325937e-06 0.121970125139228 0.00355077367531704 0.964821693940974
HADHB 0 0 4.55213e-06 1.68071141830045e-06 0.121947448486917 0.00355011586008683 0.964823714653356
CRHR2 0 0 3.80271e-06 1.86838250903607e-06 0.121939582404085 0.00354988767677218 0.964825735122127
GPATCH3 0 0 6.28225e-06 1.25482648992886e-06 0.121924629147206 0.0035494539048352 0.964827755360466
RUNX2 0 0 6.20528e-06 1.2736071302701e-06 0.121922464173968 0.003549391102122 0.964829775344723
PARN 0 0 3.34533e-06 1.98412005448043e-06 0.121908899792316 0.00354899761903153 0.964831795096067
NGEF 0 0 4.78808e-06 1.62376431064392e-06 0.121791822162595 0.00354560135343248 0.964833814806327
SLCO4A1 0 0 5.0948e-06 1.54786361217679e-06 0.121781734939748 0.00354530873549296 0.964835834277298
EBF4 0 0 4.87716e-06 1.60287062358246e-06 0.121682914676516 0.00354244207199911 0.964837853673406
ETV1 0 0 5.1027e-06 1.54728915716811e-06 0.121657920802703 0.00354171702552032 0.964839872857908
TM9SF1 0 0 5.46097e-06 1.45990386681101e-06 0.121566965671255 0.00353907850214131 0.964841891953025
VEZT 0 0 3.56175e-06 1.93341363554779e-06 0.121552877749925 0.00353866982345685 0.964843910816403
NARFL 0 0 5.4632e-06 1.46028953210782e-06 0.121483130805535 0.00353664651864304 0.964845929551171
SETDB2 0 0 2.77167e-06 2.13536846444957e-06 0.121416034780445 0.00353470010718995 0.964847948152444
CDH15 0 0 4.59374e-06 1.67631179195719e-06 0.121413202317149 0.00353461793912982 0.964849966501241
SUZ12 0 0 3.23283e-06 2.01825963774264e-06 0.12140456217515 0.00353436729371271 0.964851984608365
KCNA2 0 0 6.4285e-06 1.22623410595666e-06 0.121295073900797 0.0035311910926069 0.964854002660596
GAREM 0 0 3.68572e-06 1.9059992462327e-06 0.12121013594711 0.00352872707030829 0.96485602061249
CAMK2D 0 0 3.60893e-06 1.92643684758694e-06 0.121113940907937 0.00352593646892046 0.964858038484907
LRRC37A3 0 0 1.04146e-10 2.85905099976236e-06 0.12109462291178 0.00352537605532078 0.964860056135543
THSD4 0 0 7.94713e-07 2.64990503572548e-06 0.121089644689743 0.00352523163737585 0.964862073537893
CDC23 0 0 4.72624e-06 1.64721490201024e-06 0.121068275935137 0.00352461173051552 0.964864090722345
WSCD2 0 0 5.45564e-06 1.46678957598331e-06 0.121067890841513 0.00352460055895523 0.964866107650101
NR5A2 0 0 4.05159e-06 1.81574590126501e-06 0.121058288539755 0.00352432199624323 0.96486812433827
DDX56 0 0 5.65084e-06 1.41911659851298e-06 0.121038873877522 0.00352375877654142 0.964870140805057
SRCIN1 0 0 1.04146e-10 2.85992543594981e-06 0.121017631134982 0.00352314252346746 0.964872157053887
CNTROB 0 0 1.04146e-10 2.86015657303053e-06 0.120997288429204 0.00352255237979266 0.964874173083138
SNX27 0 0 3.6929e-06 1.90667665641736e-06 0.120988941020101 0.00352231022052185 0.964876188870656
IDH2 0 0 7.72153e-06 9.1875456711092e-07 0.120907223003271 0.00351993956550649 0.96487820455224
NR1H3 0 0 5.97152e-06 1.34286473674419e-06 0.120829894251851 0.00351769623351778 0.964880220119792
DEPDC1 0 0 3.17928e-06 2.03920203159727e-06 0.120750311384541 0.00351538749835435 0.964882235577504
PPP2R2B 0 0 4.55664e-06 1.69336433642267e-06 0.120716648388208 0.003514410916306 0.964884250840449
SLC28A3 0 0 4.11892e-06 1.80284515364708e-06 0.120704960097938 0.00351407183212551 0.964886265868016
TFCP2 0 0 4.44704e-06 1.72158112858882e-06 0.120637084324647 0.00351210271142932 0.964888280764179
ARFGAP3 0 0 4.54229e-06 1.69810402814509e-06 0.120613170612657 0.00351140895710795 0.964890295447652
ETFDH 0 0 5.61487e-06 1.4328061884966e-06 0.120605850681454 0.00351119660034276 0.964892309887787
CCDC80 0 0 4.02548e-06 1.82765165922367e-06 0.120582327038825 0.00351051416098627 0.964894324114596
SLC6A15 0 0 5.45837e-06 1.47255108251361e-06 0.12049438566768 0.00350796290442993 0.964896338247244
KIAA1524 0 0 2.80818e-06 2.13664036810219e-06 0.120478225362249 0.00350749407832907 0.964898352153017
TMEM132B 0 0 2.99232e-06 2.08980730079038e-06 0.120473981860731 0.00350737097016995 0.964900365809924
REPS1 0 0 2.82445e-06 2.13267335263554e-06 0.12046234555129 0.00350703338921458 0.964902379231682
ALDH2 0 0 7.05793e-06 1.08355949772849e-06 0.120422322024932 0.00350587226500649 0.964904392470817
GPAT2 0 0 2.93239e-06 2.10584135108523e-06 0.120404341507563 0.00350535063057925 0.964906405486613
MTMR6 0 0 4.16623e-06 1.79460371337338e-06 0.12038510220912 0.00350479247693482 0.964908418281442
BBS7 0 0 4.1911e-06 1.7886750167984e-06 0.120358771289429 0.003504028586384 0.964910430868453
ADAM7 0 0 3.25813e-06 2.02412610987235e-06 0.12031573133389 0.00350277994478207 0.964912443278569
PLA2G4D 0 0 3.30294e-06 2.01282790961779e-06 0.120311039265837 0.00350264382197621 0.96491445544095
SLC9C1 0 0 5.93516e-07 2.71154446752981e-06 0.120308661261216 0.00350257483305185 0.964916467351367
RASAL3 0 0 1.76451e-07 2.82175404237391e-06 0.120275599350421 0.00350161566417723 0.964918479066571
LGR5 0 0 3.95697e-06 1.84843151575482e-06 0.120264797673724 0.00350130229313899 0.964920490545465
SLC43A1 0 0 5.3169e-06 1.51084399203531e-06 0.120189867207504 0.00349912845501542 0.964922501906589
RNPEPL1 0 0 5.37572e-06 1.49740577370043e-06 0.120095437338425 0.00349638889830494 0.964924513185992
LGR4 0 0 3.59811e-06 1.94107891927838e-06 0.120058915906246 0.00349532935097077 0.964926524276705
SRPR 0 0 6.88729e-06 1.1289029242506e-06 0.12005367391125 0.00349517727181493 0.964928535120977
TMEM260 0 0 3.50222e-06 1.96590109498136e-06 0.120004572790763 0.00349375276286832 0.964930545799877
ARMC9 0 0 4.17512e-06 1.79758725685721e-06 0.119924727831758 0.00349143631297261 0.964932556370225
ARNT2 0 0 4.19498e-06 1.79274608796811e-06 0.119913213340855 0.00349110225541244 0.964934566705832
RECQL 0 0 4.90903e-06 1.61497819591004e-06 0.119901537781789 0.00349076352472596 0.964936576807039
NT5C1B-RDH14 0 0 5.02136e-06 1.58730848120375e-06 0.119886854032919 0.00349033752027307 0.964938586679448
MYBPC2 0 0 1.04146e-10 2.87369668573392e-06 0.11981163692346 0.00348815531818597 0.964940596434891
KLHL12 0 0 5.71474e-06 1.41732757321274e-06 0.119802991832507 0.00348790450581472 0.964942605950457
AMY2B 0 0 4.41849e-06 1.73820016705071e-06 0.119796935307793 0.0034877287931492 0.964944615221413
PLB1 1 0 7.11477e-06 5.3293416804233e-06 0.119781887282201 0.00348729221764801 0.964946624264406
POLR2B 1 0 1.45961e-05 3.43257470568448e-06 0.119772454007703 0.00348701853792492 0.964948633069115
VIPR2 0 0 4.12345e-06 1.8124328348879e-06 0.119756882727454 0.00348656678103288 0.964950641646917
MPHOSPH9 0 0 4.36444e-08 2.86338704839196e-06 0.119705899974897 0.00348508765702365 0.964952650063225
PPP1R13L 0 0 3.1137e-06 2.06779661716029e-06 0.119696330535034 0.00348481002561894 0.964954658241625
CCHCR1 0 0 8.56501e-07 2.65044261177346e-06 0.11962350969978 0.00348269732105428 0.964956666298912
CLPTM1L 0 0 5.60007e-06 1.44796401091175e-06 0.119584389332178 0.00348156234301847 0.964958674172909
DBC1 0 0 5.1527e-06 1.55836090212096e-06 0.119573650570072 0.00348125078467785 0.96496068181127
CENPC1 0 0 1.05113e-06 2.60152775460452e-06 0.119453508341756 0.00347776514494085 0.964962689415942
ANKS3 0 0 3.13784e-06 2.06444787231266e-06 0.119452577022315 0.00347773812483691 0.964964696766944
TAF4B 0 0 3.20406e-06 2.0479769056705e-06 0.119423660509881 0.00347689917762341 0.964966703915965
CSNK1G2 0 0 7.52035e-06 9.8425266128739e-07 0.119363417040073 0.00347515134505066 0.964968710920845
FASTKD1 0 0 3.08576e-06 2.07902586156347e-06 0.119334016339351 0.00347429834576852 0.964970717724708
CNGA1 0 0 3.34938e-06 2.01272849337955e-06 0.119286142637952 0.00347290938823362 0.964972724361671
ARSI 0 0 6.52734e-06 1.22538787308038e-06 0.119233010217968 0.00347136785520089 0.964974730841469
PAK6 0 0 4.66513e-06 1.68472025199603e-06 0.119095263844413 0.00346737139192903 0.964976737320218
ABCD2 0 0 5.71191e-06 1.42704472456911e-06 0.119007467551558 0.00346482412367962 0.964978743705784
LONRF1 0 0 3.87236e-06 1.88410817252384e-06 0.118996993644033 0.00346452023922674 0.964980749855564
MBNL1 0 0 5.26621e-06 1.5369679062401e-06 0.118988850405735 0.00346428397545887 0.964982755765308
DCAF5 0 0 2.54024e-06 2.22220318372957e-06 0.118975399249044 0.00346389371020521 0.964984761444848
RANBP6 0 0 4.25398e-06 1.78872431287426e-06 0.118969543216433 0.00346372380605573 0.964986766880222
PTPRR 0 0 3.83406e-06 1.89417782985127e-06 0.118958632905937 0.00346340725933319 0.964988772080798
OSMR 0 0 1.18023e-06 2.57387540683004e-06 0.118930569389231 0.0034625930364639 0.964990777078249
PLA2G4F 0 0 1.27332e-06 2.54983323968852e-06 0.118913321360653 0.00346209260888057 0.964992781852671
TNRC6A 1 0 9.45876e-06 4.72677722744386e-06 0.11885492250156 0.00346039824339657 0.964994786479977
RALGPS1 0 0 2.61572e-06 2.20484164849677e-06 0.118806383075514 0.00345898993190822 0.964996790942017
SLC5A5 0 0 5.37531e-06 1.51326304346136e-06 0.118707485853978 0.00345612053887127 0.964998795331655
PCDH18 0 0 4.8299e-06 1.64831676465451e-06 0.118697007992667 0.00345581653439509 0.96500079948592
TMEM151B 0 0 7.49211e-06 9.9871562089692e-07 0.118684551933782 0.00345545513428946 0.965002803408503
TBRG4 0 0 3.88873e-06 1.88463386743565e-06 0.118591900675172 0.00345276694234787 0.965004807247256
VWA7 0 0 2.40811e-06 2.26085906276106e-06 0.118556479055084 0.003451739212448 0.965006810896722
SNX19 0 0 3.85694e-06 1.89311087871358e-06 0.118549662073003 0.00345154142293666 0.965008814304222
MPP7 0 0 3.88497e-06 1.88612440991482e-06 0.118544380382267 0.00345138817867326 0.965010817466973
CDK5RAP3 0 0 4.92701e-06 1.62628525788965e-06 0.11851667999365 0.00345058447206911 0.965012820426332
CCDC129 0 0 1.3299e-06 2.53985824485076e-06 0.118502362590046 0.00345016906252136 0.965014823157678
TOPORS 0 0 1.55301e-06 2.48241871011564e-06 0.118459594516014 0.00344892817441682 0.965016825713474
RAB11FIP1 0 0 4.61285e-06 1.70502474794148e-06 0.118457519684909 0.00344886797445091 0.965018828018783
MELK 0 0 4.69851e-06 1.68451108966137e-06 0.118387527006562 0.00344683717508561 0.96502083019877
ACTL6B 0 0 4.91297e-06 1.63136664617172e-06 0.118377083574486 0.00344653416389358 0.965022832143767
DLL1 0 0 5.33371e-06 1.5274330357605e-06 0.118365466081725 0.00344619708767522 0.965024833855979
MX2 0 0 3.3754e-06 2.01764713927652e-06 0.118283395991698 0.00344381585519971 0.965026835465215
HNRNPR 0 0 5.61462e-06 1.45929675597987e-06 0.118275548035342 0.00344358814913213 0.965028836834796
ADCYAP1R1 0 0 4.4357e-06 1.75196105694034e-06 0.118215677110648 0.00344185100903034 0.965030838060576
SLC6A18 0 0 5.44531e-06 1.50301451385863e-06 0.118095943757877 0.00343837695718756 0.965032839252819
ACOX2 0 0 5.16846e-06 1.57184239381381e-06 0.118051397936755 0.00343708445824245 0.965034840273082
NEFM 0 0 6.20045e-06 1.31970775568457e-06 0.117939225787626 0.00343382976358639 0.965036841245919
DCST1 0 0 2.53048e-06 2.23788980521201e-06 0.117832068557886 0.00343072055784452 0.965038842162106
ADAMTSL2 0 0 1.53207e-06 2.49733846031359e-06 0.117641661366327 0.00342519577651352 0.965040843174927
ESRRG 0 0 4.91548e-06 1.63930775754339e-06 0.117632561508035 0.0034249317370157 0.965042843950582
ABCB10 0 0 5.41074e-06 1.51768152166022e-06 0.117561395333425 0.00342286679003344 0.965044844603371
UBASH3A 0 0 4.27529e-06 1.8000892477567e-06 0.117517590454482 0.00342159575002222 0.965046845082952
KLHDC4 0 0 6.77593e-06 1.18515000327966e-06 0.117476687952036 0.00342040892228426 0.965048845384018
DAXX 0 0 5.02299e-06 1.61478266867071e-06 0.117448735009233 0.003419597837573 0.965050845482767
CHRNB2 0 0 7.68174e-06 9.6790555551209e-07 0.117402793085348 0.00341826478035244 0.965052845412346
LCTL 0 0 5.26287e-06 1.55676537392332e-06 0.117335629958798 0.00341631595936121 0.96505484521184
TTC8 0 0 5.85696e-06 1.41082048313491e-06 0.117319242202784 0.00341584044724243 0.965056844787838
FAM179A 0 0 3.13064e-06 2.0909417374904e-06 0.117311343533465 0.00341561125688614 0.965058844124762
ANO9 0 0 2.36873e-06 2.28556359333208e-06 0.117295910204736 0.00341516343809922 0.965060843236521
SV2B 0 0 4.44169e-06 1.76111538055887e-06 0.117292982139652 0.0034150784763079 0.96506284210015
DSE 0 0 3.71691e-06 1.94291433464698e-06 0.117288819962314 0.00341495770504588 0.965064840717966
HAUS5 0 0 1.91163e-06 2.40437021043634e-06 0.117192859960685 0.00341217328637677 0.96506683925889
AOC2 0 0 5.29563e-06 1.55116293401609e-06 0.117120800350306 0.00341008236200637 0.965068837678972
SLC7A5 0 0 7.35494e-06 1.04959136437019e-06 0.117116730888718 0.00340996427983488 0.965070835853175
TTC39C 0 0 3.70881e-06 1.94786389083725e-06 0.117038575699338 0.00340769647207487 0.965072833917809
GPT2 0 0 6.45146e-06 1.26899072544704e-06 0.117034104306118 0.00340756672656829 0.965074831737379
RPS6KB1 0 0 3.15266e-06 2.08939160411358e-06 0.116964321627643 0.00340554185241883 0.965076829432043
CDHR3 0 0 3.35576e-06 2.03801612291222e-06 0.11695462862694 0.00340526059133226 0.965078826891323
IL17RA 0 0 4.24526e-06 1.81444395107593e-06 0.116927764579527 0.00340448107841987 0.965080824146838
ITFG1 0 0 3.92135e-06 1.89642582001098e-06 0.11686274030364 0.00340259426674543 0.965082821268794
PKP2 0 0 3.09762e-06 2.1055551090313e-06 0.116776998241759 0.0034001062754328 0.965084818295309
EPB41L4B 0 0 9.88835e-07 2.64953907932917e-06 0.116720653076673 0.00339847129187719 0.965086815172355
ZC3H12A 0 0 6.30733e-06 1.30813670515008e-06 0.116683013320985 0.00339737908547584 0.965088811865572
RBFOX1 0 0 4.17255e-06 1.83626250293723e-06 0.116617366142919 0.00339547417184312 0.965090808426482
ASH2L 0 0 3.94863e-06 1.89302435969001e-06 0.116566643851864 0.00339400233536914 0.965092804827675
PPFIA4 0 0 4.22374e-06 1.8240398705969e-06 0.116566347302336 0.00339399373021643 0.965094800976497
TMEM214 0 0 3.09673e-06 2.10839891080376e-06 0.116553116822849 0.00339360981343213 0.965096796896766
CASKIN1 0 0 1.04146e-10 2.91241587187412e-06 0.116485779219458 0.0033916558330925 0.965098792687967
SYCP2L 0 0 1.53461e-06 2.51023406501097e-06 0.11648330298042 0.00339158397825973 0.965100788230926
RXRG 0 0 5.96714e-06 1.39445390838985e-06 0.116403143601709 0.00338925792955293 0.965102783668444
DCLRE1C 0 0 4.00745e-06 1.8806992080273e-06 0.116357330221672 0.00338792852124202 0.965104778937429
TRAF3IP1 0 0 3.40106e-06 2.03363301465293e-06 0.116348495480647 0.00338767215515809 0.965106773969969
MGRN1 0 0 5.14995e-06 1.59726656918037e-06 0.11625110846391 0.00338484617471867 0.965108768928805
CNTNAP4 0 0 8.05167e-08 2.89508461621344e-06 0.116151346594108 0.00338195126407808 0.965110763818315
ACOT12 0 0 4.47185e-06 1.76907547809255e-06 0.115964124456602 0.00337651836784207 0.965112758799184
CWF19L2 0 0 3.25296e-06 2.07605427126353e-06 0.115930370896953 0.00337553888555703 0.965114753589481
NR2C1 0 0 3.44249e-06 2.0280927334101e-06 0.115927516551997 0.0033754560562694 0.965116748132483
PEG3 0 0 1.04146e-10 2.91940819548374e-06 0.11589521835621 0.00337451880470121 0.96511874248232
RSPRY1 0 0 4.97624e-06 1.64458610316137e-06 0.115882661289089 0.00337415441449501 0.965120736602769
SEMA4A 0 0 4.23736e-06 1.82939007242882e-06 0.11581802712204 0.00337227880849834 0.965122730589516
RBCK1 0 0 4.58235e-06 1.74482621131936e-06 0.115682593176259 0.00336834865495515 0.965124724572604
TUBGCP4 0 0 2.96989e-06 2.15127642011349e-06 0.115649065221662 0.00336737570347637 0.965126718364904
HECTD1 0 1 5.62423e-06 7.64703198290935e-06 0.115618700041932 0.00336649453127727 0.965128711960646
TBC1D30 0 0 3.8749e-06 1.92311794416879e-06 0.115580810418572 0.00336539500381223 0.965130705373683
PTCD1 0 0 6.06576e-06 1.38075895343536e-06 0.115510171678366 0.00336334511591409 0.965132698664174
TXLNB 0 0 3.43694e-06 2.0349373124543e-06 0.11546568218079 0.00336205405681354 0.965134691784139
PUS7 0 0 4.47665e-06 1.77423857392326e-06 0.115422730036946 0.0033608076076422 0.965136684730786
MGAT4A 0 0 4.08938e-06 1.871342391892e-06 0.115403543899932 0.00336025083478499 0.965138677460525
PABPC1 0 0 3.62617e-06 1.98790997335295e-06 0.115399719453091 0.00336013985102522 0.965140669945198
FARSB 0 0 4.92629e-06 1.66332425760601e-06 0.115341756167293 0.00335845777902149 0.96514266228422
SLC45A4 0 0 6.41208e-06 1.29870914466072e-06 0.115304099794544 0.00335736500269173 0.965144654440349
GALNT5 0 0 3.97555e-06 1.90113346923894e-06 0.115299956871629 0.00335724477619945 0.965146646352117
FBXW10 0 0 1.04146e-10 2.92771267841408e-06 0.115197778376315 0.00335427957497287 0.965148638199472
TFCP2L1 0 0 4.54726e-06 1.75951407063052e-06 0.115177875321312 0.00335370198990751 0.965150629831455
FAF1 0 0 3.16053e-06 2.10905332955465e-06 0.115121620491172 0.00335206947561308 0.965152621314807
PAK1 0 0 4.4413e-06 1.78667243563367e-06 0.115116533742724 0.00335192185798867 0.965154612555676
CPEB4 0 0 4.04349e-06 1.88671600694047e-06 0.115076563794072 0.00335076192710781 0.965156603618106
SEPT9 0 0 5.26496e-06 1.58288091154843e-06 0.115054273591121 0.00335011506258867 0.965158594469697
TM9SF2 0 0 4.52318e-06 1.76722384699698e-06 0.115033426936433 0.00334951008926347 0.965160585107841
ZNF568 0 0 1.04146e-10 2.93008775762999e-06 0.114999094799156 0.00334851376342936 0.965162575557315
ARMC2 0 0 4.33467e-06 1.81551108102365e-06 0.114930433478541 0.00334652119150953 0.965164565881121
LHCGR 0 0 5.2753e-06 1.5822953330454e-06 0.114887469629541 0.00334527436379674 0.965166556032151
CCT5 0 0 6.35361e-06 1.31808738037794e-06 0.114866480150338 0.00334466523976132 0.96516854597014
DCT 0 0 5.08625e-06 1.62950744889369e-06 0.114847951491946 0.00334412752922315 0.965170535690614
FBXL13 0 0 3.03291e-06 2.14521432138237e-06 0.114807138070238 0.00334294310213691 0.965172525234479
PGM2 0 0 4.19935e-06 1.85088462985004e-06 0.114802645408572 0.00334281272254695 0.96517451453517
MUC17 0 0 1.04146e-10 2.93352004931214e-06 0.114712585691388 0.00334019913127363 0.965176503749621
NLRX1 0 0 2.6839e-06 2.23540671899871e-06 0.114704204101996 0.00333995589142823 0.965178492728101
DHCR24 0 0 5.88462e-06 1.43607227094043e-06 0.114577108471124 0.00333626746884984 0.965180481688291
INTU 0 0 4.00653e-06 1.90194631002155e-06 0.11457436527981 0.00333618785881949 0.965182470402235
GMPPA 0 0 4.95688e-06 1.66578056617556e-06 0.11449168297571 0.00333378833346406 0.965184459016514
CLASRP 0 0 1.04146e-10 2.93644233741037e-06 0.11446921964658 0.00333313642259353 0.965186447420769
SLC26A8 0 0 2.26923e-06 2.34463664004376e-06 0.114454012967499 0.00333269510731859 0.965188435601738
ALKBH8 0 0 5.60342e-06 1.50728179122767e-06 0.114392905559773 0.0033309216962915 0.965190423643589
IL17RC 0 0 1.97021e-06 2.42282305730983e-06 0.114353226696738 0.0033297701642208 0.965192411507076
GRAMD1C 0 0 2.0669e-06 2.39793680067924e-06 0.114349890892788 0.0033296733547422 0.965194399125637
CCT4 0 0 4.64286e-06 1.74594953859692e-06 0.11431201292327 0.00332857408424114 0.96519638656261
TAF15 0 0 1.04146e-10 2.93859851013799e-06 0.114289990962661 0.00332793497569851 0.96519837378898
CYP27A1 0 0 5.22286e-06 1.60310266247013e-06 0.114224490132321 0.00332603404382192 0.965200360884445
CDK17 0 0 3.51782e-06 2.02923343321425e-06 0.114223286376651 0.00332599910896754 0.965202347731235
TRIM71 0 0 5.12181e-06 1.6284659801201e-06 0.114193142325085 0.00332512428109409 0.965204334382415
CSNK1G3 0 0 4.09023e-06 1.88558436173963e-06 0.11418415710761 0.00332486351562815 0.965206320799261
ALG8 0 0 4.20427e-06 1.85714874846505e-06 0.114171802823499 0.0033245049742057 0.965208306987991
RBBP5 0 0 4.19274e-06 1.86010797345029e-06 0.114165819972058 0.00332433134203146 0.965210292936976
REXO1L1 0 0 1.04146e-10 2.94025775746639e-06 0.11415226230157 0.00332393787594474 0.965212278660135
SGSH 0 0 7.58058e-06 1.03021349488473e-06 0.114133858925753 0.00332340377895439 0.965214264166387
FAM83H 0 0 5.37415e-06 1.56737038510645e-06 0.114087947747991 0.00332207135668405 0.965216249506144
SLC6A7 0 0 5.43621e-06 1.55340574532819e-06 0.113975479791852 0.00331880732583445 0.965218234801315
PIP5K1C 0 0 5.06389e-06 1.64564229554268e-06 0.113954713709424 0.0033182046528691 0.965220219884
OPLAH 0 0 1.04146e-10 2.94390878452249e-06 0.113849795065065 0.00331515969423763 0.965222204908315
RHPN2 0 0 5.05468e-06 1.64950043813353e-06 0.113822411668977 0.00331436496771397 0.96522418973232
DDX51 0 0 3.79205e-06 1.96512087886865e-06 0.113799267306758 0.00331369326631021 0.965226174348291
MAMDC2 0 0 4.00778e-06 1.9114192862483e-06 0.113753550971895 0.00331236647287415 0.96522815879759
KCNH4 0 0 2.23718e-06 2.36162092222408e-06 0.113724282296225 0.00331151702657294 0.96523014305014
DPY19L2 0 0 3.00997e-06 2.16458648321007e-06 0.113674040057349 0.00331005887440817 0.965232127144367
SLC13A4 0 0 5.55942e-06 1.52688299348238e-06 0.113654679855387 0.00330949699304602 0.965234111023781
STARD3 0 0 4.17297e-06 1.87156906552672e-06 0.11362104910067 0.00330852094313367 0.965236094714539
GSR 0 0 6.08999e-06 1.39720812208411e-06 0.11361700989258 0.00330840371492811 0.965238078162522
CS 0 0 4.41587e-06 1.81184867336012e-06 0.113533608316774 0.0033059831805689 0.965240061513005
TPM1 0 0 5.81659e-06 1.46606060562032e-06 0.113456851144746 0.00330375547399508 0.965242044753848
UTP6 0 0 3.19173e-06 2.12197571941661e-06 0.113376124457429 0.00330141255030527 0.965244027892336
JAK1 0 0 1.04146e-10 2.95112707201816e-06 0.113254190430051 0.00329787364865166 0.965246011003882
GNE 0 0 4.46864e-06 1.80211635828133e-06 0.113246395643747 0.00329764741905079 0.965247993879675
IVNS1ABP 0 0 2.89459e-06 2.19972809718015e-06 0.113195322170095 0.00329616510113789 0.965249976598933
MCOLN3 0 0 4.75716e-06 1.7327680040782e-06 0.113035238365917 0.00329151892118174 0.965251959361096
AMY2A 0 0 4.96589e-06 1.68126299057313e-06 0.113007535125077 0.00329071487390904 0.96525394192401
